speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
amerob,American Robin,Turdus migratorius,L6730955,"11096 Knoles Rd, Petersburg US-IL (39.9198,-89.8162)",2025-10-29 08:04:00,1.0,39.91984,-89.816191,True,False,True,S281902109
amerob,American Robin,Turdus migratorius,L17739771,"Collette Highlands Pk Area, 15850 108th Ave, Orland Park US-IL 41.60102, -87.88330",2025-10-29 08:10:00,2.0,41.60102,-87.8833,True,False,True,S281957248
amerob,American Robin,Turdus migratorius,L28650098,WR Feeder,2025-10-29 08:10:00,1.0,41.7741602,-88.0073977,True,False,True,S281900632
amerob,American Robin,Turdus migratorius,L152680,Messenger Woods Nature Preserve,2025-10-29 08:21:00,12.0,41.577058,-87.9527664,True,False,False,S281944976
amerob,American Robin,Turdus migratorius,L19421876,North Unit loop trail near NPM,2025-10-29 08:25:00,2.0,42.4784661,-87.8096743,True,False,True,S281910013
amerob,American Robin,Turdus migratorius,L44736813,"Amphitheater Rd, DeWitt US-IL (40.1587,-88.7953)",2025-10-29 08:41:00,1.0,40.158653,-88.795331,True,False,True,S281909016
amerob,American Robin,Turdus migratorius,L2820247,Marshall SFWA--Spring Branch Unit,2025-10-29 08:47:00,17.0,41.0046642,-89.4403256,True,False,False,S281966179
amerob,American Robin,Turdus migratorius,L54578054,"61614, Peoria US-IL (40.7605,-89.5727)",2025-10-29 08:50:00,3.0,40.76048,-89.572695,True,False,True,S281919268
amerob,American Robin,Turdus migratorius,L8335599,Freeman Kame Forest Preserve--Camp Tomo-Chi-Chi Knolls,2025-10-29 08:55:00,8.0,42.117831,-88.3955129,True,False,False,S281922268
amerob,American Robin,Turdus migratorius,L17077703,Carpentersville Dam,2025-10-29 09:05:00,4.0,42.1148346,-88.2909066,True,False,True,S281971242
amerob,American Robin,Turdus migratorius,L90382,Buffalo Creek Forest Preserve,2025-10-29 09:16:00,3.0,42.1608727,-87.9905641,True,False,False,S281917379
amerob,American Robin,Turdus migratorius,L10361095,"Lyman Woods, Downers Grove US-IL (41.8268,-88.0082)",2025-10-29 09:25:00,2.0,41.826819,-88.008238,True,False,True,S281924024
amerob,American Robin,Turdus migratorius,L18409080,Harms Woods,2025-10-29 09:26:00,1.0,42.0589459,-87.7723807,True,False,False,S281989432
amerob,American Robin,Turdus migratorius,L54576954,"16192–16298 Lisbon Center Rd, Newark US-IL 41.52129, -88.56320",2025-10-29 09:27:00,8.0,41.521295,-88.563197,True,False,True,S281913866
amerob,American Robin,Turdus migratorius,L1020505,Ellsworth Street,2025-10-29 09:29:00,10.0,42.284929,-89.077878,True,False,True,S281932985
amerob,American Robin,Turdus migratorius,L392428,Afton Forest Preserve (general),2025-10-29 09:31:00,10.0,41.8270782,-88.7297485,True,False,False,S281924693
amerob,American Robin,Turdus migratorius,L340201,Raven Glen Forest Preserve,2025-10-29 09:43:00,24.0,42.4586106,-88.0213451,True,False,False,S281965781
amerob,American Robin,Turdus migratorius,L54583308,Kishwaukee Forest Preserve,2025-10-29 09:45:00,2.0,42.1019241,-88.783747,True,False,True,S281946710
amerob,American Robin,Turdus migratorius,L12852895,"11096 Knoles Rd, Petersburg US-IL 39.91991, -89.81666",2025-10-29 09:58:00,1.0,39.919905,-89.816657,True,False,True,S281915808
amerob,American Robin,Turdus migratorius,L152614,Lincoln Park--Caldwell Lilypool,2025-10-29 10:00:00,5.0,41.9247517,-87.6338089,True,False,False,S281919273
amerob,American Robin,Turdus migratorius,L5558359,Grassy Lake Forest Preserve,2025-10-29 10:04:00,10.0,42.2159322,-88.1821918,True,False,False,S281929220
amerob,American Robin,Turdus migratorius,L901301,Warrenville Grove Forest Preserve,2025-10-29 10:18:00,30.0,41.8216384,-88.172493,True,False,False,S281926814
amerob,American Robin,Turdus migratorius,L4580092,Tawny Oaks Field Station,2025-10-29 10:19:00,8.0,40.8573884,-89.6033692,True,False,False,S281958102
amerob,American Robin,Turdus migratorius,L2585109,840 Independence Ridge,2025-10-29 10:30:00,1.0,39.808824,-89.6974468,True,False,True,S281959866
amerob,American Robin,Turdus migratorius,L219668,Kickapoo State Park,2025-10-29 10:33:00,6.0,40.1397628,-87.7431788,True,False,False,S281970744
amerob,American Robin,Turdus migratorius,L54579222,Malta Quarry,2025-10-29 10:55:00,5.0,41.934849,-88.866033,True,False,True,S281925114
amerob,American Robin,Turdus migratorius,L10053621,Harris Forest Preserve,2025-10-29 12:00:00,16.0,41.6181429,-88.4553795,True,False,False,S281946538
amerob,American Robin,Turdus migratorius,L8611755,Green Bay Road,2025-10-29 12:10:00,1.0,42.2980523,-87.856262,True,False,True,S282034231
amerob,American Robin,Turdus migratorius,L1922603,IL-Cook-North Shore Channel-Linden and Sheridan,2025-10-29 12:26:00,2.0,42.0739443,-87.683596,True,False,True,S282043683
amerob,American Robin,Turdus migratorius,L555427,McClaughrey Spring Woods,2025-10-29 13:29:00,60.0,41.6774956,-87.8478813,True,False,False,S282059137
amerob,American Robin,Turdus migratorius,L47641498,"East Loon Lake, Antioch US-IL 42.45758, -88.07180",2025-10-29 13:30:00,4.0,42.457578,-88.071795,True,False,True,S281952118
amerob,American Robin,Turdus migratorius,L152633,Emily Oaks Nature Center,2025-10-29 13:37:00,1.0,42.0216882,-87.7445349,True,False,False,S281946985
amerob,American Robin,Turdus migratorius,L20748938,Bevier & Henry Pfau Callahan Park,2025-10-29 14:12:00,1.0,42.4073129,-87.866847,True,False,False,S282022798
amerob,American Robin,Turdus migratorius,L3673542,Sanitary Canal,2025-10-29 14:16:00,40.0,42.0751081,-87.6857203,True,False,False,S281955046
amerob,American Robin,Turdus migratorius,L27147613,Riverwood Forest Preserve,2025-10-29 14:30:00,2.0,42.0783124,-88.7089678,True,False,False,S281951691
amerob,American Robin,Turdus migratorius,L8712039,2000 S. Batavia Ave. Geneva Il,2025-10-29 14:30:00,6.0,41.8675245,-88.3168238,True,False,True,S281970909
amerob,American Robin,Turdus migratorius,L12446816,Funderburg Forest Preserve,2025-10-29 14:38:00,1.0,42.2167364,-89.1771969,True,False,False,S281953753
amerob,American Robin,Turdus migratorius,L1809636,"Jericho Lake, Montgomery",2025-10-29 15:07:00,20.0,41.7381442,-88.3808041,True,False,False,S282046790
amerob,American Robin,Turdus migratorius,L2796395,"Butler Lake, Libertyville",2025-10-29 15:24:00,3.0,42.28779,-87.9659375,True,False,False,S281957355
amerob,American Robin,Turdus migratorius,L13649904,Cnty Rd 2000 N b/w 150 E & N 1500 E,2025-10-29 16:03:00,1.0,40.1715671,-88.4394557,True,False,True,S281994212
amerob,American Robin,Turdus migratorius,L1056903,"Sugar Grove Nature Center, Funks Grove",2025-10-29 16:42:00,2.0,40.3481141,-89.13311,True,False,False,S281973065
amerob,American Robin,Turdus migratorius,L2312431,"Kaufman Lake, Champaign",2025-10-29 17:05:00,10.0,40.1139309,-88.2897592,True,False,False,S281970478
amerob,American Robin,Turdus migratorius,L21529075,"135th and Southwest Highway Pond, Orland Park, Illinois, US (41.642, -87.848)",2025-10-29 17:19:00,11.0,41.6421472,-87.8480448,True,False,True,S281970245
amerob,American Robin,Turdus migratorius,L814818,"Fox River Trail, Quarry Park, Batavia IL to Les Arends Forest Pr",2025-10-29 17:22:00,22.0,41.8421993,-88.3132553,True,False,True,S281973577
amerob,American Robin,Turdus migratorius,L13268286,home,2025-10-30 07:15:00,7.0,41.761757,-87.982833,True,False,True,S282033243
amerob,American Robin,Turdus migratorius,L3726718,Centennial Trail--Schneider's Passage,2025-10-30 07:40:00,35.0,41.6443877,-88.0631661,True,False,False,S282035912
amerob,American Robin,Turdus migratorius,L2295528,Harper College,2025-10-30 07:47:00,6.0,42.0773991,-88.0662024,True,False,False,S282028104
amerob,American Robin,Turdus migratorius,L16380532,"11096 Knoles Rd, Petersburg US-IL 39.91981, -89.81620",2025-10-30 07:48:00,1.0,39.919809,-89.816205,True,False,True,S282028881
amerob,American Robin,Turdus migratorius,L1057281,Chicago River--Diversey Turning Basin,2025-10-30 08:00:00,4.0,41.931337,-87.6815844,True,False,False,S282051944
amerob,American Robin,Turdus migratorius,L674829,Douglas-Hart Nature Center,2025-10-30 08:05:00,3.0,39.4958945,-88.3096504,True,False,False,S282059779
amerob,American Robin,Turdus migratorius,L54601125,"Margreth Riemer Reservoir, Palatine US-IL 42.11340, -88.06129",2025-10-30 08:10:00,7.0,42.113402,-88.061288,True,False,True,S282031959
amerob,American Robin,Turdus migratorius,L3123346,Fox River Bluff Forest Preserve--East,2025-10-30 08:14:00,2.0,41.9544894,-88.3086034,True,False,False,S282032194
amerob,American Robin,Turdus migratorius,L7486740,3012 Hensley,2025-10-30 08:14:00,8.0,40.1863815,-88.2980633,True,False,True,S282032129
amerob,American Robin,Turdus migratorius,L23460767,House,2025-10-30 08:23:00,7.0,41.970397,-87.672168,True,False,True,S282033122
amerob,American Robin,Turdus migratorius,L152630,Deer Grove Forest Preserve,2025-10-30 08:29:00,15.0,42.1446,-88.0625,True,False,False,S282051228
amerob,American Robin,Turdus migratorius,L24833924,NPVNC -- P7,2025-10-30 08:37:00,18.0,41.98741,-87.72277,True,False,True,S282034741
amerob,American Robin,Turdus migratorius,L2372840,"IL, Beckman Park, Kankakee",2025-10-30 08:40:00,8.0,41.1036304,-87.846694,True,False,True,S282042438
amerob,American Robin,Turdus migratorius,L24833901,NPVNC -- P1,2025-10-30 08:48:00,5.0,41.98831,-87.72436,True,False,True,S282036456
amerob,American Robin,Turdus migratorius,L24833948,NPVNC --5,2025-10-30 08:52:00,2.0,41.98831,-87.72436,True,False,True,S282037032
amerob,American Robin,Turdus migratorius,L24833979,NPVNC -- P6,2025-10-30 08:57:00,3.0,41.9873,-87.72733,True,False,True,S282037942
amerob,American Robin,Turdus migratorius,L24833805,NPVNC -- P3,2025-10-30 09:11:00,2.0,41.98959,-87.72558,True,False,True,S282040053
amerob,American Robin,Turdus migratorius,L13597557,"2738 West Crystal Street, Chicago, Illinois, US (41.904, -87.696)",2025-10-30 09:20:00,1.0,41.9039474,-87.6961209,True,False,True,S282041737
amerob,American Robin,Turdus migratorius,L24833828,NPVNC -- P2,2025-10-30 09:20:00,2.0,41.98957,-87.72373,True,False,True,S282041208
amerob,American Robin,Turdus migratorius,L49970382,"750 East Crescent Drive, Arlington Heights, Illinois, US (42.066, -87.973)",2025-10-30 09:25:00,1.0,42.0657715,-87.9727522,True,False,True,S282041577
amerob,American Robin,Turdus migratorius,L14801124,"4423 West 4970N Road, Bourbonnais, Illinois, US (41.191, -87.964) Willow Island",2025-10-30 09:28:00,50.0,41.1913994,-87.9643557,True,False,True,S282042461
amerob,American Robin,Turdus migratorius,L587488,Bakers Lake--Younghusband Prairie,2025-10-30 09:55:00,15.0,42.1360407,-88.1180334,True,False,False,S282086189
amerob,American Robin,Turdus migratorius,L54604137,"1102 N Wood St, Chicago US-IL (41.9017,-87.6726)",2025-10-30 09:55:00,,41.901723,-87.672591,True,False,True,S282047405
amerob,American Robin,Turdus migratorius,L33734307,Geneva--Brittany Ct,2025-10-30 09:56:00,2.0,41.8936843,-88.3294988,True,False,True,S282048936
amerob,American Robin,Turdus migratorius,L323527,Aurora West Forest Preserve,2025-10-30 09:59:00,20.0,41.7827,-88.3949,True,False,False,S282565534
amerob,American Robin,Turdus migratorius,L12972688,Laurelwood Park,2025-10-30 10:04:00,6.0,41.8593592,-88.3089444,True,False,False,S282050684
amerob,American Robin,Turdus migratorius,L42096567,Lake Renwick,2025-10-30 10:12:00,3.0,41.6010094,-88.1769104,True,False,True,S282048613
amerob,American Robin,Turdus migratorius,L1401495,"WhiskeyCreek, DuPage County",2025-10-30 10:23:00,9.0,41.870815,-88.1869337,True,False,True,S282068515
amerob,American Robin,Turdus migratorius,L5794427,University of Saint Mary of the Lake,2025-10-30 10:51:00,8.0,42.2776898,-87.9890299,True,False,False,S282080231
amerob,American Robin,Turdus migratorius,L36697084,Clinton Lake SRA--Salt Creek Flats,2025-10-30 10:55:00,5.0,40.217979,-88.692248,True,False,False,S282091431
amerob,American Robin,Turdus migratorius,L18588629,Afton,2025-10-30 11:00:00,2.0,41.830088,-88.730995,True,False,True,S282099970
amerob,American Robin,Turdus migratorius,L130111,Prairie Wolf Forest Preserve--south of Half Day Rd.,2025-10-30 11:00:00,6.0,42.1978989,-87.8559036,True,False,False,S282065398
amerob,American Robin,Turdus migratorius,L13714521,Skevanston,2025-10-30 11:15:00,5.0,42.0554821,-87.7092158,True,False,True,S282123479
amerob,American Robin,Turdus migratorius,L3136348,Brunner Family Forest Preserve,2025-10-30 11:23:00,31.0,42.1353087,-88.289094,True,False,False,S282068302
amerob,American Robin,Turdus migratorius,L874303,Big Rock Forest Preserve,2025-10-30 11:42:00,2.0,41.7359025,-88.5096359,True,False,False,S282063811
amerob,American Robin,Turdus migratorius,L27920219,Lincoln Park - Edgewater West LSD - St. Andrews Playground,2025-10-30 11:50:00,1.0,41.9845203,-87.6536445,True,False,True,S282078244
amerob,American Robin,Turdus migratorius,L19530549,Lincoln Park--Edgewater Beach Community Garden,2025-10-30 12:06:00,2.0,41.9824331,-87.6536448,True,False,False,S282078221
amerob,American Robin,Turdus migratorius,L12491869,"West Chicago US-IL 41.87174, -88.22096 (private property)",2025-10-30 12:09:00,1.0,41.871744,-88.220958,True,False,True,S282639464
amerob,American Robin,Turdus migratorius,L54613826,Work,2025-10-30 12:13:00,3.0,41.822007,-87.772898,True,False,True,S282094883
amerob,American Robin,Turdus migratorius,L164723,Clinton Lake SRA--Peninsula Day Use Area,2025-10-30 12:15:00,15.0,40.13341,-88.85956,True,False,False,S282092371
amerob,American Robin,Turdus migratorius,L31929762,Lakewood FP--Schreiber Lake (SE),2025-10-30 12:15:00,1.0,42.2565394,-88.0894906,True,False,False,S282071371
amerob,American Robin,Turdus migratorius,L335462,Swallow Cliff Woods Forest Preserve,2025-10-30 12:29:00,2.0,41.6738368,-87.8607638,True,False,False,S282147630
amerob,American Robin,Turdus migratorius,L1620048,Norman Jensen Forest Preserve,2025-10-30 12:41:00,20.0,42.4691293,-89.0809093,True,False,False,S282071376
amerob,American Robin,Turdus migratorius,L3827208,"Heritage Park, Wheeling",2025-10-30 12:45:00,2.0,42.1353086,-87.9186809,True,False,False,S282110064
amerob,American Robin,Turdus migratorius,L35977151,Rome Boat Launch (Peoria Co.),2025-10-30 12:48:00,2.0,40.8816395,-89.4994793,True,False,False,S282170728
amerob,American Robin,Turdus migratorius,L4706876,Lincoln Park--Margate Park,2025-10-30 12:52:00,1.0,41.974926,-87.6508087,True,False,False,S282077500
amerob,American Robin,Turdus migratorius,L2650940,home,2025-10-30 13:00:00,1.0,41.9691509,-87.6977849,True,False,True,S282409155
amerob,American Robin,Turdus migratorius,L5267232,Oak Openings Nature Preserve,2025-10-30 13:18:00,1.0,42.326348,-88.0033207,True,False,False,S282116147
amerob,American Robin,Turdus migratorius,L348640,Bemis Woods Forest Preserve--South,2025-10-30 13:43:00,8.0,41.824069,-87.9077053,True,False,False,S282085376
amerob,American Robin,Turdus migratorius,L5640281,Evanston_Floyd_Long_Field_at_Lincoln_and_Sheridan,2025-10-30 13:55:00,2.0,42.0621073,-87.6784419,True,False,True,S282076412
amerob,American Robin,Turdus migratorius,L9502179,Watersmeet Woods,2025-10-30 13:59:00,1.0,42.0914899,-87.7729604,True,False,False,S282080222
amerob,American Robin,Turdus migratorius,L23050850,Shabbona State Park,2025-10-30 14:00:00,4.0,41.743751,-88.860947,True,False,True,S282099340
amerob,American Robin,Turdus migratorius,L2222891,"Willow Hill Golf Course, Northbrook",2025-10-30 14:20:00,1.0,42.1094302,-87.8154373,True,False,False,S282097660
amerob,American Robin,Turdus migratorius,L124265,Independence Grove Forest Preserve--St. Francis Woods,2025-10-30 14:21:00,1.0,42.3172694,-87.9553939,True,False,False,S282079883
amerob,American Robin,Turdus migratorius,L2881810,Culver Forest Preserve,2025-10-30 14:34:00,5.0,41.7705155,-88.3869705,True,False,False,S282115881
amerob,American Robin,Turdus migratorius,L5693495,Somme Prairie Nature Preserve,2025-10-30 14:39:00,4.0,42.1393879,-87.8364998,True,False,False,S282099500
amerob,American Robin,Turdus migratorius,L31096500,Dunne Park,2025-10-30 14:45:00,25.0,41.9901906,-87.8638297,True,False,False,S282095045
amerob,American Robin,Turdus migratorius,L19106102,Trail between Montgomery Dam and South Broadway Park,2025-10-30 14:53:00,1.0,41.7389045,-88.3297568,True,False,True,S282082708
amerob,American Robin,Turdus migratorius,L300463,Lake Bloomington,2025-10-30 15:03:00,2.0,40.6463803,-88.9258229,True,False,False,S282088531
amerob,American Robin,Turdus migratorius,L1758760,Ladd Arboretum/Grady Bird Sanctuary,2025-10-30 15:08:00,4.0,42.0575724,-87.6988232,True,False,False,S282147389
amerob,American Robin,Turdus migratorius,L34870197,Miller Meadow,2025-10-30 15:15:00,1.0,41.8570322,-87.8279686,True,False,True,S282097182
amerob,American Robin,Turdus migratorius,L2331821,Downers Grove South Creek,2025-10-30 15:15:00,12.0,41.7679509,-88.0213237,True,False,True,S282087597
amerob,American Robin,Turdus migratorius,L54611945,"820 Belleforte Avenue, Oak Park, Illinois, US (41.901, -87.802)",2025-10-30 15:18:00,12.0,41.9007235,-87.8021496,True,False,True,S282085646
amerob,American Robin,Turdus migratorius,L11761055,Home@10 Hennings Ct Backyard,2025-10-30 15:20:00,2.0,42.472326,-88.103945,True,False,True,S282086559
amerob,American Robin,Turdus migratorius,L297366,Dam No. 4 Woods,2025-10-30 15:27:00,5.0,41.9929286,-87.8528439,True,False,False,S282095022
amerob,American Robin,Turdus migratorius,L990564,Meachem Grove Forest Preserve,2025-10-30 16:00:00,30.0,41.9621707,-88.0717278,True,False,False,S282341865
amerob,American Robin,Turdus migratorius,L152703,Raccoon Grove Forest Preserve,2025-10-30 16:10:00,1.0,41.3961,-87.7502,True,False,False,S282094272
amerob,American Robin,Turdus migratorius,L11016594,Community Garden and Inner Track of the Illinois State Fairgroud,2025-10-30 16:14:00,1.0,39.8359894,-89.6388631,True,False,True,S282091796
amerob,American Robin,Turdus migratorius,L1787728,Backyard- St. Charles,2025-10-30 16:15:00,2.0,41.957741,-88.3711507,True,False,True,S282098924
amerob,American Robin,Turdus migratorius,L152732,Van Patten Woods Forest Preserve,2025-10-30 16:27:00,6.0,42.4737999,-87.9377675,True,False,False,S282096484
amerob,American Robin,Turdus migratorius,L6277976,Senior Citizens Memorial Playlot Park,2025-10-30 16:28:00,2.0,41.9229334,-87.6854548,True,False,False,S282093603
amerob,American Robin,Turdus migratorius,L4415873,Fischer Woods Forest Preserve,2025-10-30 16:40:00,9.0,41.9353117,-87.9591769,True,False,False,S282115937
amerob,American Robin,Turdus migratorius,L152603,Bartel Grassland,2025-10-31 07:00:00,2.0,41.5356,-87.7555,True,False,False,S282168141
amerob,American Robin,Turdus migratorius,L4566109,Spring Creek Preserve,2025-10-31 07:01:00,2.0,40.731016,-89.514326,True,False,False,S282157600
amerob,American Robin,Turdus migratorius,L3963471,RF Home,2025-10-31 07:15:00,2.0,41.8935255,-87.8152777,True,False,True,S282157659
amerob,American Robin,Turdus migratorius,L839168,"backyard, O",2025-10-31 07:15:00,25.0,38.5783829,-89.9022603,True,False,True,S283213910
amerob,American Robin,Turdus migratorius,L4888015,Jubilee Farm,2025-10-31 07:15:00,6.0,39.7821326,-89.7760677,True,False,False,S282433844
amerob,American Robin,Turdus migratorius,L6709262,"11096 Knoles Rd, Petersburg US-IL (39.9199,-89.8162)",2025-10-31 07:30:00,2.0,39.919885,-89.81624,True,False,True,S282158439
amerob,American Robin,Turdus migratorius,L3995346,Spring Lake (McDonough Co.),2025-10-31 07:34:00,3.0,40.5107258,-90.7329512,True,False,False,S282182398
amerob,American Robin,Turdus migratorius,L11110603,"5009 Fender Rd, Lisle US-IL 41.79431, -88.10993",2025-10-31 07:47:00,5.0,41.79431,-88.109931,True,False,True,S282156060
amerob,American Robin,Turdus migratorius,L2683925,"Centennial Park, Springfield",2025-10-31 07:48:00,10.0,39.7581439,-89.7592449,True,False,False,S282176095
amerob,American Robin,Turdus migratorius,L192108,O'Fallon,2025-10-31 07:54:00,3.0,38.59225,-89.9112,True,False,True,S283213799
amerob,American Robin,Turdus migratorius,L17179578,East Edson Road landfill (restricted access),2025-10-31 07:56:00,1.0,42.1517988,-89.0430257,True,False,False,S282157380
amerob,American Robin,Turdus migratorius,L54628368,"5341 N Damen Ave, Chicago US-IL 41.97909, -87.67931",2025-10-31 08:02:00,4.0,41.979091,-87.679314,True,False,True,S282166088
amerob,American Robin,Turdus migratorius,L152678,Blackwell Forest Preserve--McKee Marsh,2025-10-31 08:03:00,18.0,41.8476917,-88.1935859,True,False,False,S282206859
amerob,American Robin,Turdus migratorius,L4490518,Hickory Grove--Riverfront,2025-10-31 08:05:00,10.0,42.235686,-88.208288,True,False,False,S282200521
amerob,American Robin,Turdus migratorius,L7426193,Heritage Oaks Park,2025-10-31 08:07:00,2.0,42.2343761,-88.0695177,True,False,False,S282160935
amerob,American Robin,Turdus migratorius,L8312286,Pyramid SP--Super Lake,2025-10-31 08:08:00,26.0,38.029867,-89.499098,True,False,False,S282235329
amerob,American Robin,Turdus migratorius,L3511302,Rock Island Trail SP--Dunlap to Princeville,2025-10-31 08:08:00,2.0,40.8953973,-89.7141623,True,False,False,S282165696
amerob,American Robin,Turdus migratorius,L25767479,Arbor Animal Hospital parking,2025-10-31 08:10:00,1.0,41.8340772,-87.8733927,True,False,True,S282192209
amerob,American Robin,Turdus migratorius,L12097715,Lake House,2025-10-31 08:11:00,4.0,38.1153605,-89.719947,True,False,True,S282190595
amerob,American Robin,Turdus migratorius,L25130054,home,2025-10-31 08:15:00,2.0,42.1804619,-88.1925812,True,False,True,S282167956
amerob,American Robin,Turdus migratorius,L7256024,Chillicothe Bottoms Wildlife Sanctuary,2025-10-31 08:15:00,5.0,40.9273088,-89.4789266,True,False,False,S282242561
amerob,American Robin,Turdus migratorius,L12637508,"11096 Knoles Rd, Petersburg US-IL 39.91997, -89.81643",2025-10-31 08:22:00,1.0,39.919974,-89.816433,True,False,True,S282160968
amerob,American Robin,Turdus migratorius,L54613141,"Freeport Rd, Sterling US-IL",2025-10-31 08:25:00,2.0,41.913614,-89.667609,True,False,True,S282206004
amerob,American Robin,Turdus migratorius,L15406686,"760 Bronson Ln, Highland Park US-IL 42.16637, -87.77540",2025-10-31 08:25:00,1.0,42.166371,-87.775398,True,False,True,S282238456
amerob,American Robin,Turdus migratorius,L6858346,Gerald and Cathy DeNeal home,2025-10-31 08:29:00,1.0,37.6191081,-88.4856366,True,False,True,S282182001
amerob,American Robin,Turdus migratorius,L2186767,Lowden State Park,2025-10-31 08:35:00,20.0,42.0329385,-89.3305743,True,False,False,S282164798
amerob,American Robin,Turdus migratorius,L504332,Des Plaines SFWA--Widewaters,2025-10-31 08:39:00,2.0,41.4254809,-88.2043362,True,False,False,S282217183
amerob,American Robin,Turdus migratorius,L1911718,Wildlife Prairie Park,2025-10-31 08:42:00,80.0,40.7301402,-89.7353668,True,False,False,S282246255
amerob,American Robin,Turdus migratorius,L2638508,Bartlett Lake Prairie Wetland,2025-10-31 08:50:00,7.0,41.6717477,-88.3521473,True,False,False,S282181345
amerob,American Robin,Turdus migratorius,L348639,Bemis Woods Forest Preserve--North,2025-10-31 08:55:00,31.0,41.830049,-87.9047012,True,False,False,S282193121
amerob,American Robin,Turdus migratorius,L43263319,Allerton Park--Gardens and Orange Trail,2025-10-31 08:57:00,2.0,40.0058072,-88.6452055,True,False,False,S282188399
amerob,American Robin,Turdus migratorius,L18829203,"Sunburst Ln, Gilberts US-IL (42.1290,-88.3851)",2025-10-31 09:10:00,1.0,42.129012,-88.385111,True,False,True,S282174482
amerob,American Robin,Turdus migratorius,L1446303,Settlers Ridge Ponds,2025-10-31 09:10:00,2.0,41.7642292,-88.4118814,True,False,False,S282204344
amerob,American Robin,Turdus migratorius,L3455230,"Hudson Crossing Park, Oswego",2025-10-31 09:17:00,21.0,41.685,-88.354333,True,False,False,S282182024
amerob,American Robin,Turdus migratorius,L992031,White Pines Forest State Park,2025-10-31 09:17:00,14.0,41.9908844,-89.4685364,True,False,False,S282178296
amerob,American Robin,Turdus migratorius,L51481073,Ravenswood Neighborhood,2025-10-31 09:17:00,2.0,41.9688079,-87.679224,True,False,True,S282170070
amerob,American Robin,Turdus migratorius,L298551,Lake Charleston,2025-10-31 09:18:00,1.0,39.46639,-88.146883,True,False,False,S282200435
amerob,American Robin,Turdus migratorius,L7000518,"195 Dove Lane, Eldorado, Illinois, US (37.818, -88.47)",2025-10-31 09:19:00,1.0,37.8176814,-88.46991,True,False,True,S282171714
amerob,American Robin,Turdus migratorius,L1398666,California Park,2025-10-31 09:23:00,4.0,41.9520844,-87.6963093,True,False,True,S282181141
amerob,American Robin,Turdus migratorius,L27337313,Des Plaines SFWA--Widewaters Boat Launch,2025-10-31 09:25:00,1.0,41.4206047,-88.2159457,True,False,False,S282246455
amerob,American Robin,Turdus migratorius,L301088,Sand Creek Recreational Area,2025-10-31 09:27:00,3.0,39.7861807,-88.9509773,True,False,False,S282170572
amerob,American Robin,Turdus migratorius,L1095884,Crab Orchard NWR,2025-10-31 09:38:00,1.0,37.6961003,-89.0708914,True,False,False,S282186289
amerob,American Robin,Turdus migratorius,L3514226,"Old Green Valley Park, Moline",2025-10-31 09:47:00,2.0,41.4594797,-90.4777497,True,False,False,S282181314
amerob,American Robin,Turdus migratorius,L2937172,Pyramid SP--Denmark Unit,2025-10-31 09:51:00,3.0,37.9768154,-89.5057011,True,False,False,S282235966
amerob,American Robin,Turdus migratorius,L14915634,Hinkston Park,2025-10-31 09:59:00,3.0,42.3725019,-87.8729532,True,False,False,S282233432
amerob,American Robin,Turdus migratorius,L15706056,Home,2025-10-31 10:10:00,1.0,39.77232,-89.681465,True,False,True,S282180598
amerob,American Robin,Turdus migratorius,L813972,"Montrose Dunes, Lincoln Park",2025-10-31 10:13:00,4.0,41.9660701,-87.633369,True,False,False,S282252515
amerob,American Robin,Turdus migratorius,L54632407,Decatur Classical School,2025-10-31 10:16:00,7.0,42.0099156,-87.7053022,True,False,True,S282186047
amerob,American Robin,Turdus migratorius,L9156035,Home,2025-10-31 10:19:00,100.0,40.1170437,-88.2614524,True,False,True,S282182839
amerob,American Robin,Turdus migratorius,L405246,Nachusa Grasslands (Lee Co.),2025-10-31 10:20:00,4.0,41.8861766,-89.3476868,True,False,False,S282186981
amerob,American Robin,Turdus migratorius,L16216042,34065 Glidden Rd,2025-10-31 10:22:00,12.0,42.1299632,-88.7846934,True,False,True,S282342673
amerob,American Robin,Turdus migratorius,L28590264,Des Plaines SFWA Blodgett Rd - River Rd to Kelly Rd,2025-10-31 10:48:00,7.0,41.3762928,-88.2236043,True,False,True,S282217403
amerob,American Robin,Turdus migratorius,L5206943,Westchester Commons,2025-10-31 11:05:00,1.0,41.8347815,-87.8986931,True,False,True,S282192380
amerob,American Robin,Turdus migratorius,L5488339,US-IL-Petersburg-62675 - 39.9213x-89.8184,2025-10-31 11:38:00,2.0,39.921252,-89.818422,True,False,True,S282191651
amerob,American Robin,Turdus migratorius,L27609326,Salt Creek Woods Nature Preserve,2025-10-31 11:44:00,1.0,41.8306007,-87.8880463,True,False,True,S282204880
amerob,American Robin,Turdus migratorius,L23894813,"Oak Forest, Il   Not an exact location",2025-10-31 11:45:00,1.0,41.611227,-87.756798,True,False,True,S282193427
amerob,American Robin,Turdus migratorius,L246977,Brookfield Zoo,2025-10-31 12:02:00,3.0,41.8325432,-87.8334618,True,False,False,S282202790
amerob,American Robin,Turdus migratorius,L36830035,"Automotive Dr, Carterville US-IL (37.7355,-89.0570)",2025-10-31 12:03:00,8.0,37.73553,-89.057005,True,False,True,S282202293
